(7,14285714285714;0,757628415392721)
(8,05285714285714;0,980289360054565)
(8,96285714285714;0,445668440612472)
(9,87285714285714;-0,433235137840142)
(10,7828571428571;-0,977460889369645)
(11,6928571428571;-0,766589794444204)
(12,6028571428571;0,0364784334863811)
(13,5128571428571;0,811366761444758)
(14,4228571428571;0,959467368740064)
(15,3328571428571;0,366371277230099)
(16,2428571428571;-0,509749740470542)
(17,1528571428571;-0,992084750263741)
(18,0628571428571;-0,708025856743537)
(18,9728571428571;0,1229890300547)
(19,8828571428571;0,858993845603185)
(20,7928571428571;0,931418613097306)
(21,7028571428571;0,284314583963286)
(22,6128571428571;-0,582424878247013)
(23,5228571428571;-0,999236170804572)
(24,4328571428571;-0,644129026886551)
(25,3428571428571;0,208573266056602)
(26,2528571428571;0,900150937885028)
(27,1628571428571;0,896354357994004)
(28,0728571428571;0,200116416624156)
(28,9828571428571;-0,650713157781987)
(29,8928571428571;-0,998861286074431)
(30,8028571428571;-0,575380579532232)
(31,7128571428571;0,292586516021798)
(32,6228571428571;0,934528040664468)
(33,5328571428571;0,854538709450055)
(34,4428571428571;0,114410960732789)
(35,3528571428571;-0,714100227760694)
(36,2628571428571;-0,990962919727029)
(37,1728571428571;-0,502298332006284)
(38,0828571428571;0,374395987238673)
(38,9928571428571;0,961866223593091)
(39,9028571428571;0,806286625375562)
(40,8128571428571;0,0278437547947707)
(41,7228571428571;-0,772108653065363)
(42,6328571428571;-0,975600562719571)
(43,5428571428571;-0,425432744070701)
(44,4528571428571;0,453385485986061)
(45,3628571428571;0,981959573878431)
(46,2728571428571;0,751961543289408)
(47,1828571428571;-0,0589331719325847)
(48,0928571428571;-0,824301510844443)
(49,0028571428571;-0,952889925223384)
(49,9128571428571;-0,345362771828689)
(50,8228571428571;0,528960058740318)
(51,7328571428571;0,994656747231136)
(52,6428571428571;0,691972642886642)
(53,5528571428571;-0,145266210562701)
(54,4628571428571;-0,870285681441052)
(55,3728571428571;-0,923002065088142)
(56,2828571428571;-0,262691506993439)
(57,1928571428571;0,600550473400074)
(58,102857142857;0,99986210779902)
(59,012857142857;0,626771764073076)
(59,922857142857;-0,230505095600107)
(60,832857142857;-0,909714809393233)
(61,742857142857;-0,88616209942414)
(62,652857142857;-0,178041634366067)
(63,562857142857;0,66761750677571)
(64,472857142857;0,99753644850189)
(65,382857142857;0,556850003680695)
(66,292857142857;-0,314007802778176)
(67,202857142857;-0,94229191220355)
(68,112857142857;-0,842647509007055)
(69,022857142857;-0,0920507417372855)
(69,932857142857;0,729656006049952)
(70,842857142857;0,987697286341571)
(71,752857142857;0,482734016497599)
(72,662857142857;-0,395145384823442)
(73,572857142857;-0,967771617228618)
(74,482857142857;-0,792786048276517)
(75,392857142857;-0,00536651753887505)
(76,302857142857;0,786198693618434)
(77,212857142857;0,97041873046282)
(78,122857142857;0,40498204847334)
(79,032857142857;-0,473306708723249)
(79,942857142857;-0,985962009840209)
(80,852857142857;-0,736953276670504)
(81,762857142857;0,0813581275834568)
(82,672857142857;0,836819686651935)
(83,582857142857;0,945830923958916)
(84,4928571428569;0,32417973197779)
(85,4028571428569;-0,547903058815332)
(86,3128571428569;-0,99672607893745)
(87,2228571428569;-0,675569729889692)
(88,1328571428569;0,16746997853124)
(89,0428571428569;0,881137704870755)
(89,9528571428569;0,914119063626271)
(90,8628571428569;0,240935674783882)
(91,7728571428569;-0,618372571028617)
(92,6828571428569;-0,999982748922449)
